State,Year,CandidateVotes,TotalVotes,PartyAffiliation
Louisiana,2020,7811,2071543,OTHER
Colorado,1992,42455,1552289,OTHER
Arkansas,2010,14430,779957,OTHER
Alaska,2008,147814,317723,REPUBLICAN
Florida,2006,16,4793534,OTHER
Florida,2016,50,9301820,OTHER
Tennessee,1976,673231,1432046,REPUBLICAN
Kentucky,1978,290730,476783,DEMOCRAT
Hawaii,2010,2957,370583,LIBERTARIAN
New Jersey,1984,2891,3096456,OTHER
Rhode Island,2012,146222,418189,REPUBLICAN
Utah,2012,1,1006901,OTHER
Mississippi,2000,314090,994144,DEMOCRAT
Missouri,1998,690208,1576857,DEMOCRAT
Iowa,2020,13800,1700130,OTHER
Missouri,2000,1142852,2361586,REPUBLICAN
Connecticut,1994,280049,1079664,OTHER
California,2006,75350,8541476,OTHER
Illinois,2010,19,3704473,OTHER
Washington,1980,936317,1728369,REPUBLICAN
Texas,1994,1639615,4279940,DEMOCRAT
Wisconsin,1998,890059,1760836,DEMOCRAT
Georgia,2020,13293,4914361,OTHER
Tennessee,2012,6523,2321477,OTHER
New Mexico,2000,363744,589526,DEMOCRAT
Connecticut,2006,4638,1134777,OTHER
Oregon,2004,1128728,1780550,DEMOCRAT
Georgia,2020,44945,4914361,DEMOCRAT
Florida,2012,3458267,8189946,REPUBLICAN
Kentucky,1984,639721,1292407,DEMOCRAT
Georgia,2021,2288446,4483294,DEMOCRAT
New Hampshire,2016,354649,739140,DEMOCRAT
North Carolina,2014,4307,2915281,OTHER
Georgia,2008,1867097,3752485,REPUBLICAN
Hawaii,2018,112035,388351,REPUBLICAN
Iowa,1998,2542,947907,OTHER
Arizona,2018,1135200,2384308,REPUBLICAN
Michigan,2002,12831,3129287,OTHER
New York,1980,2715,6014914,OTHER
New Hampshire,1984,1094,384369,LIBERTARIAN
Oklahoma,1978,3875,754264,OTHER
Louisiana,2020,17362,2071543,OTHER
Alabama,2016,3631,2087444,OTHER
Maryland,2006,965477,1781139,DEMOCRAT
Maryland,2012,693291,2633234,REPUBLICAN
Alabama,2002,792561,1353023,REPUBLICAN
Oregon,1980,555,1140494,OTHER
Wisconsin,2018,1472914,2657841,DEMOCRAT
Tennessee,2002,6106,1642432,OTHER
Wyoming,1994,118754,201710,REPUBLICAN
Ohio,1992,2028300,4793953,REPUBLICAN
North Dakota,2016,58116,342501,DEMOCRAT
Illinois,1998,74704,3394521,OTHER
Idaho,2016,188249,678943,DEMOCRAT
Louisiana,2014,14173,3523183,REPUBLICAN
New York,1986,2030260,4484859,REPUBLICAN
California,2010,10,10000160,OTHER
Florida,2010,4792,5411106,OTHER
Michigan,1996,36911,3762575,LIBERTARIAN
South Carolina,2016,24830,2049893,LIBERTARIAN
Montana,1996,182111,407490,REPUBLICAN
Maryland,2018,22943,2299889,LIBERTARIAN
Virginia,2006,1166277,2370445,REPUBLICAN
South Carolina,1980,257946,870500,REPUBLICAN
Missouri,2018,1112935,2442289,DEMOCRAT
Nevada,2010,362785,721404,DEMOCRAT
California,1998,46543,8311905,OTHER
Colorado,2014,21,2041058,OTHER
Nevada,2016,10740,1108294,OTHER
Wisconsin,1994,538,1565628,OTHER
Arizona,2016,45,2530730,OTHER
Nevada,1994,156020,380530,REPUBLICAN
Tennessee,2006,3746,1833695,OTHER
New Mexico,2012,28199,775793,OTHER
Florida,1986,1877543,3429996,DEMOCRAT
New Jersey,2012,15801,3376649,OTHER
Rhode Island,1994,222856,345388,REPUBLICAN
Nebraska,2008,11438,792511,OTHER
Vermont,1976,8801,189060,OTHER
Oregon,2010,825507,1442588,DEMOCRAT
Arizona,1986,521850,862921,REPUBLICAN
Virginia,2000,1296093,2718301,DEMOCRAT
Missouri,2010,7,1943899,OTHER
Georgia,2008,127923,3752485,LIBERTARIAN
Alabama,2004,1242200,1839066,REPUBLICAN
Maryland,2016,242,2726170,OTHER
New Jersey,1978,2955,1957515,OTHER
Alabama,1990,467190,1185154,REPUBLICAN
South Carolina,2020,32845,2515104,OTHER
Washington,1986,677471,1337367,DEMOCRAT
Oklahoma,2016,355911,1448047,DEMOCRAT
Louisiana,2020,3954,2071543,OTHER
Alabama,2010,515619,1485499,DEMOCRAT
Louisiana,2014,3835,3523183,DEMOCRAT
New York,2000,3414,6959662,OTHER
Connecticut,1988,4154,1383526,OTHER
Florida,2006,78,4793534,OTHER
New York,2016,400943,7800725,OTHER
Wyoming,2012,53019,250700,DEMOCRAT
Florida,1982,422,2653419,OTHER
Oklahoma,2014,10554,820733,OTHER
Massachusetts,2002,1605976,2220301,DEMOCRAT
New York,2010,11787,4757635,OTHER
Minnesota,2018,95614,2587356,OTHER
Connecticut,2006,80,1134777,OTHER
Maine,1988,452581,556745,DEMOCRAT
Massachusetts,2002,24898,2220301,OTHER
Hawaii,2004,9269,415347,OTHER
Maryland,2010,14,1833858,OTHER
Oregon,1984,808152,1214735,REPUBLICAN
Rhode Island,1982,175495,342778,REPUBLICAN
Arizona,2016,223,2530730,OTHER
Vermont,1998,4199,214036,LIBERTARIAN
Texas,2000,72657,6267964,LIBERTARIAN
New Jersey,2006,14637,2250070,LIBERTARIAN
Missouri,2002,913778,1877620,DEMOCRAT
Florida,1988,2051071,4068209,REPUBLICAN
Louisiana,2010,4810,1264994,OTHER
Kentucky,2016,36,1903465,OTHER
Virginia,2008,2369327,3643294,DEMOCRAT
Utah,2018,12708,1062845,OTHER
Wisconsin,2006,630299,2138297,REPUBLICAN
Louisiana,2014,13034,3523183,LIBERTARIAN
Delaware,1982,84413,190960,DEMOCRAT
Oregon,1986,10503,1042555,OTHER
Arizona,2006,48231,1526782,LIBERTARIAN
Minnesota,1994,15920,1772929,OTHER
Pennsylvania,1982,1412965,3604108,DEMOCRAT
New Jersey,2002,6404,2112604,OTHER
Arizona,1994,75493,1119060,LIBERTARIAN
New York,2010,240818,4763899,OTHER
Delaware,1996,165465,275591,DEMOCRAT
Missouri,1988,660045,2078875,DEMOCRAT
Rhode Island,2014,539,316898,OTHER
New Jersey,2018,25150,3169310,OTHER
Alabama,1998,474568,1293405,DEMOCRAT
Arizona,2020,379,3355307,LIBERTARIAN
Arizona,2020,1637661,3355307,REPUBLICAN
Oregon,2020,1321047,2321249,DEMOCRAT
California,1992,281973,10782743,OTHER
California,2010,135093,10000160,OTHER
Minnesota,1984,240,2066143,OTHER
Colorado,2016,3216,2743023,OTHER
Pennsylvania,2018,2134848,4994643,REPUBLICAN
California,2018,5093942,11113364,DEMOCRAT
Florida,2010,1092936,5411106,DEMOCRAT
Virginia,2000,1748,2718301,OTHER
Tennessee,2012,38472,2321477,OTHER
Virginia,1976,890778,1557500,OTHER
Arkansas,2016,1070,1107522,OTHER
Alaska,2010,90839,255503,REPUBLICAN
Wisconsin,1980,16156,2204202,OTHER
Alaska,1978,29574,122741,DEMOCRAT
Iowa,2020,864997,1700130,REPUBLICAN
Rhode Island,2008,116174,438812,REPUBLICAN
Oklahoma,1996,14595,1183150,LIBERTARIAN
Wisconsin,1998,7942,1760836,OTHER
Michigan,2014,37529,3121771,OTHER
Arizona,2010,7,1708484,OTHER
Nebraska,1976,279284,593310,REPUBLICAN
Maine,2008,444300,724430,REPUBLICAN
Vermont,2006,801,262419,OTHER
Iowa,2010,872,1116063,OTHER
Tennessee,2008,11073,2424585,OTHER
Ohio,1976,53657,3920613,OTHER
New Jersey,1990,13988,1938454,LIBERTARIAN
Missouri,2006,1055255,2128459,DEMOCRAT
Wisconsin,2012,43,3009411,OTHER
New York,1998,8223,4989877,LIBERTARIAN
Wyoming,2012,5747,250700,OTHER
Hawaii,2006,126097,342842,REPUBLICAN
North Carolina,1978,619151,1135814,REPUBLICAN
New Hampshire,1978,127945,263760,DEMOCRAT
Vermont,2018,1979,272624,OTHER
Rhode Island,2008,1994,438812,OTHER
Wisconsin,2000,4296,2540083,OTHER
Vermont,1976,94481,189060,REPUBLICAN
Massachusetts,2000,13687,2734048,OTHER
Oregon,2010,1448,1442588,OTHER
Georgia,2021,2213979,4483241,REPUBLICAN
New Mexico,2008,318522,823650,REPUBLICAN
Pennsylvania,2010,1948716,3977661,DEMOCRAT
Massachusetts,1978,1093283,1985700,DEMOCRAT
Alabama,2008,752391,2060191,DEMOCRAT
Kansas,1978,317602,748839,DEMOCRAT
Vermont,2016,9156,320467,OTHER
Utah,1980,1983,594298,OTHER
North Carolina,1990,981573,2069585,DEMOCRAT
New Jersey,2014,3890,1869535,OTHER
Kentucky,1998,569817,1145414,REPUBLICAN
California,1986,3541804,7398462,REPUBLICAN
Wyoming,2014,130,171153,OTHER
Illinois,2020,237699,5968901,OTHER
Kansas,1996,574021,1064716,REPUBLICAN
Michigan,1996,1500106,3762575,REPUBLICAN
Kentucky,1980,720891,1106920,DEMOCRAT
New Jersey,1984,6053,3096456,OTHER
Tennessee,1994,1150,1465862,OTHER
West Virginia,1978,244317,493351,REPUBLICAN
South Carolina,2002,6648,1102912,LIBERTARIAN
Nevada,2006,8232,582572,OTHER
Nevada,2010,321361,721404,REPUBLICAN
Wisconsin,2000,902,2540083,OTHER
New Jersey,1978,1082960,1957515,DEMOCRAT
Rhode Island,1976,912,398906,OTHER
Virginia,2008,1228830,3643294,REPUBLICAN
Colorado,1998,3230,1327235,OTHER
New Hampshire,2020,18421,795914,LIBERTARIAN
Rhode Island,1984,285811,393356,DEMOCRAT
Michigan,2012,26038,4652918,OTHER
New York,2004,4384907,7447818,DEMOCRAT
Tennessee,1988,6042,1567181,OTHER
Alaska,2008,2483,317723,LIBERTARIAN
South Carolina,2004,704384,1597221,DEMOCRAT
Florida,1994,1210577,4106816,DEMOCRAT
Delaware,2010,123053,307402,REPUBLICAN
Missouri,2002,10465,1877620,OTHER
New York,2000,4734,6959662,LIBERTARIAN
Oregon,2002,501898,1267221,DEMOCRAT
Louisiana,1986,646311,1369897,REPUBLICAN
Maine,2014,12968,616996,OTHER
Iowa,2016,17649,1541036,OTHER
Michigan,2008,30827,4848620,OTHER
New York,2006,20996,4700632,LIBERTARIAN
Michigan,2000,29966,4167685,LIBERTARIAN
Arizona,1980,3608,874238,OTHER
Georgia,2000,920478,2415743,OTHER
Idaho,1990,193641,315936,REPUBLICAN
North Carolina,1996,1173875,2556456,DEMOCRAT
Hawaii,2016,339,437664,OTHER
Massachusetts,2014,3072,2186789,OTHER
North Dakota,1986,143932,289013,DEMOCRAT
Wyoming,2000,8950,213659,LIBERTARIAN
Rhode Island,2008,320644,438812,DEMOCRAT
Minnesota,2008,13923,2887646,LIBERTARIAN
Rhode Island,2020,833,494262,OTHER
Illinois,1990,1135628,3251005,REPUBLICAN
Minnesota,1996,152328,2182905,OTHER
Vermont,2018,74663,272624,REPUBLICAN
Idaho,1978,194412,284047,REPUBLICAN
Colorado,2010,22589,1772286,LIBERTARIAN
Wisconsin,2006,25096,2138297,OTHER
New York,2018,41989,6055151,OTHER
Connecticut,1976,14407,1361666,OTHER
Louisiana,1998,9893,969165,DEMOCRAT
New Mexico,1984,10,502634,OTHER
Missouri,1992,75048,2354916,LIBERTARIAN
Ohio,1976,33285,3920613,OTHER
New Jersey,1984,1080100,3096456,REPUBLICAN
Delaware,2018,3910,362592,LIBERTARIAN
Minnesota,1996,1098430,2182905,DEMOCRAT
Ohio,1988,2480038,4352905,DEMOCRAT
Oklahoma,2014,7793,820733,OTHER
California,1988,5143409,9743598,REPUBLICAN
California,2000,5932522,10623608,DEMOCRAT
Colorado,2004,10160,2107472,LIBERTARIAN
Minnesota,2008,2340,2887646,OTHER
Arizona,2020,68,3355307,DEMOCRAT
Indiana,1976,868522,2161187,DEMOCRAT
Hawaii,1998,315252,398124,DEMOCRAT
Indiana,1992,1267972,2211426,REPUBLICAN
New Jersey,2002,1138193,2112604,DEMOCRAT
Indiana,2010,161,1744481,OTHER
New Mexico,1976,1087,413056,OTHER
Vermont,1982,79340,168002,DEMOCRAT
Virginia,1994,938376,2057463,DEMOCRAT
New York,2010,42341,4763899,OTHER
North Dakota,2006,150146,218152,DEMOCRAT
Georgia,2004,1864202,3220981,REPUBLICAN
Indiana,2006,168820,1341111,LIBERTARIAN
North Dakota,1998,3598,213358,OTHER
Georgia,1998,43467,1753953,LIBERTARIAN
Utah,1976,3026,522108,LIBERTARIAN
Massachusetts,2008,2516,3102995,OTHER
Iowa,1992,351561,1292494,DEMOCRAT
Florida,2012,12,8189946,OTHER
Washington,2000,1197208,2461379,REPUBLICAN
Texas,2012,162354,7864822,LIBERTARIAN
Maine,2018,223502,634409,REPUBLICAN
Texas,2014,133751,4648358,LIBERTARIAN
Oregon,1998,682425,1117747,DEMOCRAT
North Carolina,1984,1070488,2239051,DEMOCRAT
Georgia,2021,2194848,4483294,REPUBLICAN
California,1982,96388,7805450,OTHER
Connecticut,2012,604569,1511764,REPUBLICAN
Washington,1998,1103184,1888561,DEMOCRAT
Texas,1976,2199956,3874230,DEMOCRAT
Arkansas,1980,330576,808812,REPUBLICAN
Tennessee,2014,2314,1374065,OTHER
Connecticut,1994,443793,1079664,DEMOCRAT
Louisiana,1980,10208,841013,REPUBLICAN
Delaware,2012,15300,399606,OTHER
Michigan,1976,3399,3490412,OTHER
South Carolina,1986,4789,737962,LIBERTARIAN
Minnesota,2018,931,2596879,OTHER
Utah,1986,3023,435111,LIBERTARIAN
Nebraska,1982,26443,545647,OTHER
Tennessee,2002,2217,1642432,OTHER
Colorado,1986,3756,1060765,OTHER
Maine,2012,215399,724720,REPUBLICAN
Maryland,1994,68,1369101,OTHER
Vermont,2016,3241,320467,OTHER
Hawaii,1982,245386,306410,DEMOCRAT
Iowa,1980,5858,1276986,OTHER
Arkansas,1986,52,695487,OTHER
New York,1980,3643,6014914,OTHER
Minnesota,1982,840401,1804675,DEMOCRAT
Maryland,1986,1,1112637,OTHER
Oregon,2002,29979,1267221,LIBERTARIAN
Nevada,2000,457,600776,OTHER
Mississippi,1994,189752,608085,DEMOCRAT
Alabama,2016,1335104,2087444,REPUBLICAN
Utah,1992,5292,758479,OTHER
Utah,1980,3186,594298,OTHER
Kansas,1996,362380,1052300,DEMOCRAT
Colorado,1996,667600,1459601,DEMOCRAT
Utah,1986,115523,435111,DEMOCRAT
Mississippi,2006,213000,610921,DEMOCRAT
Mississippi,1982,414099,645026,DEMOCRAT
Indiana,1994,15801,1543568,OTHER
Iowa,1986,588880,891762,REPUBLICAN
Texas,2006,2661789,4314663,REPUBLICAN
South Carolina,1998,457,1069063,OTHER
Nebraska,1988,521,667860,OTHER
Montana,1990,93836,319336,REPUBLICAN
New York,2016,150655,7800725,OTHER
Arizona,2010,14,1708484,OTHER
New Jersey,2000,19312,3015662,OTHER
Nebraska,1996,379933,661837,REPUBLICAN
Montana,1996,4168,407490,OTHER
Tennessee,2020,7203,2959761,OTHER
New York,2016,267613,7800725,OTHER
California,1994,173,8514089,OTHER
Louisiana,2016,58606,1997218,REPUBLICAN
Hawaii,2004,313629,415347,DEMOCRAT
New York,1994,118154,5328486,OTHER
Connecticut,2010,17,1153115,OTHER
Florida,1976,1057886,2857534,REPUBLICAN
Vermont,1994,3141,211672,OTHER
Tennessee,2012,8085,2321477,OTHER
Arizona,2010,24603,1708484,OTHER
Colorado,2008,59733,2331621,OTHER
Illinois,2016,5,5491878,OTHER
Colorado,1986,512994,1060765,REPUBLICAN
Vermont,2018,183529,272624,OTHER
Tennessee,2002,5349,1642432,OTHER
New York,1988,13573,6040980,OTHER
Indiana,1986,595192,1545563,DEMOCRAT
Rhode Island,2014,223675,316898,DEMOCRAT
Illinois,1996,41218,4250722,LIBERTARIAN
Oregon,1992,5793,1376033,OTHER
Tennessee,1988,541033,1567181,REPUBLICAN
Nebraska,1984,332217,639668,DEMOCRAT
Nevada,1988,5523,342407,LIBERTARIAN
Illinois,2020,2,5968901,OTHER
Oregon,1984,406122,1214735,DEMOCRAT
Alaska,1990,61152,189957,DEMOCRAT
Iowa,2014,4724,1129700,OTHER
New York,2000,21439,6959662,OTHER
Missouri,2012,5,2725793,OTHER
Nevada,2004,494805,810068,DEMOCRAT
Montana,2012,236123,486066,DEMOCRAT
South Carolina,2020,1369137,2515104,REPUBLICAN
Illinois,1980,2715,4580029,OTHER
Indiana,1986,8314,1545563,LIBERTARIAN
Connecticut,1994,20989,1079664,OTHER
New Mexico,2012,351260,775793,REPUBLICAN
Oklahoma,1984,11168,1197937,LIBERTARIAN
New York,2018,160128,6055151,OTHER
Michigan,2006,2151278,3780142,DEMOCRAT
Arizona,1992,145361,1382051,OTHER
Alabama,1998,817973,1293405,REPUBLICAN
Missouri,1992,1221901,2354916,REPUBLICAN
New York,1988,56,6040980,OTHER
West Virginia,2014,8,453689,OTHER
California,1988,66288,9743598,OTHER
Nebraska,1984,307147,639668,REPUBLICAN
Iowa,1978,421598,824576,REPUBLICAN
Massachusetts,1994,14484,2179945,LIBERTARIAN
Washington,2006,1184659,2083734,DEMOCRAT
California,2010,4217366,10000160,REPUBLICAN
Pennsylvania,1976,26028,4546353,OTHER
New Jersey,1994,1033487,2054887,DEMOCRAT
Oregon,1986,375735,1042555,DEMOCRAT
Louisiana,1980,325922,841013,DEMOCRAT
Kansas,2014,460350,866191,REPUBLICAN
Georgia,2014,14,2567805,OTHER
Mississippi,2000,7315,994144,OTHER
Georgia,2014,1358088,2567805,REPUBLICAN
Minnesota,1984,4653,2066143,LIBERTARIAN
Oregon,2014,538847,1461618,REPUBLICAN
Arkansas,1996,400241,846183,DEMOCRAT
New York,2006,6004,4700632,OTHER
Kentucky,2020,18,2135057,OTHER
Louisiana,1998,12203,969165,OTHER
Rhode Island,2018,144421,376738,REPUBLICAN
Kansas,1998,11545,727236,LIBERTARIAN
Colorado,2016,9336,2743023,OTHER
Iowa,1980,4233,1276986,LIBERTARIAN
South Carolina,2002,667,1102912,OTHER
Texas,1984,2202557,5314178,DEMOCRAT
Hawaii,2006,6415,342842,LIBERTARIAN
Maryland,2004,204,2321931,OTHER
Alaska,2014,5636,282400,OTHER
Texas,1996,3027680,5527441,REPUBLICAN
Georgia,2002,932422,2031604,DEMOCRAT
Louisiana,2020,229814,2071543,DEMOCRAT
Nebraska,1982,155760,545647,REPUBLICAN
Georgia,1992,1108416,2251587,DEMOCRAT
Minnesota,1996,4381,2182905,OTHER
Nevada,1998,2781,435864,OTHER
Arkansas,2004,580973,1039349,DEMOCRAT
Oregon,2010,566199,1442588,REPUBLICAN
Delaware,1982,537,190960,OTHER
Oklahoma,1986,493436,893666,REPUBLICAN
Minnesota,2002,7,2254636,OTHER
Michigan,1996,304,3762575,OTHER
Oklahoma,1996,474162,1183150,DEMOCRAT
Tennessee,1982,479642,1259785,REPUBLICAN
Missouri,2012,1066159,2725793,REPUBLICAN
Oregon,1980,43686,1140494,LIBERTARIAN
Rhode Island,1990,138947,364062,REPUBLICAN
Michigan,1994,20010,3043385,OTHER
New Hampshire,2016,12597,739140,LIBERTARIAN
Arizona,1982,411970,723885,DEMOCRAT
Colorado,2010,19,1772286,OTHER
New Jersey,1996,15183,2883466,OTHER
Ohio,1976,31805,3920613,OTHER
Rhode Island,2000,222588,391353,REPUBLICAN
New York,2006,148792,4700632,OTHER
Minnesota,2012,30531,2843207,OTHER
Iowa,2002,701,1023075,OTHER
Montana,1988,175809,365254,DEMOCRAT
Indiana,1982,978301,1817287,REPUBLICAN
Mississippi,2002,97226,630495,OTHER
Montana,2020,272463,605637,DEMOCRAT
North Dakota,2018,179720,326138,REPUBLICAN
New Jersey,2012,3532,3376649,OTHER
Arizona,1980,432371,874238,REPUBLICAN
Illinois,2014,31,3603519,OTHER
Nevada,1980,6920,243273,LIBERTARIAN
Connecticut,2012,46520,1511764,OTHER
New York,2012,138255,7116628,OTHER
Kansas,2010,220971,837692,DEMOCRAT
New York,1992,2652822,7078805,REPUBLICAN
New York,1998,55724,4989877,OTHER
Illinois,1986,13891,3122883,LIBERTARIAN
Arizona,1976,321236,741210,REPUBLICAN
North Carolina,1998,945943,2012143,REPUBLICAN
Mississippi,2000,8454,994144,LIBERTARIAN
New Hampshire,1996,227355,491873,DEMOCRAT
Iowa,2004,475,1479228,OTHER
Georgia,2004,31,3220981,OTHER
Connecticut,2004,12442,1424726,OTHER
North Carolina,2014,621,2915281,OTHER
Oregon,1992,639851,1376033,DEMOCRAT
Georgia,2008,1228033,2137956,REPUBLICAN
New Mexico,1994,213025,463196,REPUBLICAN
Ohio,2016,3118567,5374164,REPUBLICAN
New Jersey,2008,10345,3482445,OTHER
Florida,2006,15562,4793534,OTHER
Vermont,2006,1536,262419,OTHER
Wyoming,2020,1071,278503,OTHER
Wisconsin,1992,459,2455124,OTHER
Iowa,2014,8232,1129700,LIBERTARIAN
Oregon,1978,341616,892518,DEMOCRAT
Tennessee,2020,8478,2959761,OTHER
Vermont,2016,5223,320467,OTHER
Delaware,2012,265415,399606,DEMOCRAT
Indiana,2000,1427944,2145209,REPUBLICAN
Kansas,1990,578605,786235,REPUBLICAN
Minnesota,2018,1370540,2587356,DEMOCRAT
Tennessee,1996,5865,1778664,OTHER
Arizona,2004,404507,1961677,DEMOCRAT
Ohio,1980,2770786,4027303,DEMOCRAT
Colorado,2008,990755,2331621,REPUBLICAN
Ohio,1986,88,3121189,OTHER
Hawaii,1976,1404,302092,LIBERTARIAN
Georgia,2014,9,2567805,OTHER
Oregon,1996,20381,1360230,OTHER
Arkansas,2020,793871,1193261,REPUBLICAN
Florida,1986,1552376,3429996,REPUBLICAN
Missouri,2016,30743,2802637,OTHER
New York,1994,538150,5328486,OTHER
Arizona,1976,7310,741210,LIBERTARIAN
Minnesota,2006,1278849,2202772,DEMOCRAT
New Jersey,1988,5347,2987634,OTHER
Tennessee,2008,8986,2424585,OTHER
California,1980,202410,8324012,LIBERTARIAN
Iowa,1986,3370,891762,OTHER
Georgia,1992,69878,2251587,LIBERTARIAN
Nevada,2018,7091,972132,OTHER
West Virginia,2008,254629,702308,REPUBLICAN
Massachusetts,2020,7428,3658005,OTHER
Hawaii,2000,4220,345623,OTHER
Alaska,2004,140424,308315,DEMOCRAT
New Mexico,1994,182,463196,OTHER
Wisconsin,2006,1254,2138297,OTHER
Utah,1994,1462,519304,OTHER
Maine,2002,209858,504899,DEMOCRAT
Oklahoma,2008,527736,1346819,DEMOCRAT
Oregon,1996,12697,1360230,LIBERTARIAN
Arizona,2012,24,2243422,OTHER
Nebraska,1984,304,639668,OTHER
Tennessee,1994,4169,1465862,OTHER
Florida,2010,6,5411106,OTHER
Nebraska,1976,313805,593310,DEMOCRAT
New York,1998,34281,4989877,OTHER
Minnesota,2002,11381,2254636,DEMOCRAT
Tennessee,1990,11191,783922,OTHER
Massachusetts,1996,1334135,2555942,DEMOCRAT
North Carolina,1978,516663,1135814,DEMOCRAT
Wyoming,1984,146373,186898,REPUBLICAN
Alaska,2004,8885,308315,OTHER
Texas,1976,20549,3874230,OTHER
Texas,2014,1597387,4648358,DEMOCRAT
Idaho,1996,10137,497233,OTHER
Massachusetts,1988,207,2606225,OTHER
Missouri,1998,31876,1576857,LIBERTARIAN
Maine,1984,142626,551406,DEMOCRAT
Delaware,2002,135253,232314,DEMOCRAT
Virginia,1976,596009,1557500,DEMOCRAT
Arizona,2016,1031245,2530730,DEMOCRAT
Oregon,2016,1105119,1952478,DEMOCRAT
Michigan,2018,1938818,4237271,REPUBLICAN
New York,1988,64845,6040980,OTHER
Minnesota,2012,73539,2843207,OTHER
Mississippi,2006,388399,610921,REPUBLICAN
Arizona,2016,4,2530730,OTHER
Washington,2016,1329338,3243317,REPUBLICAN
California,1976,3502862,7470586,DEMOCRAT
Kentucky,2010,600052,1356096,DEMOCRAT
North Dakota,1988,112937,289170,REPUBLICAN
South Carolina,2014,21652,1238982,OTHER
Connecticut,2012,40,1511764,OTHER
Colorado,2020,1429492,3235790,REPUBLICAN
Oklahoma,2014,237923,820890,DEMOCRAT
Maine,2018,66268,634409,DEMOCRAT
Arizona,1982,20100,723885,LIBERTARIAN
Oklahoma,2020,34435,1556361,LIBERTARIAN
Tennessee,2008,767236,2424585,DEMOCRAT
Arkansas,1978,37211,517138,OTHER
New Hampshire,1998,7603,314696,LIBERTARIAN
Oregon,2008,5388,1767504,OTHER
Minnesota,2008,437505,2887646,OTHER
Alabama,1992,31811,1577799,LIBERTARIAN
West Virginia,2010,283358,529948,DEMOCRAT
North Dakota,2016,4675,342501,OTHER
Arizona,1980,13,874238,OTHER
New Jersey,2018,8854,3169310,OTHER
New Jersey,2020,32290,4440440,OTHER
Iowa,2016,4441,1541036,OTHER
Wisconsin,1980,1065487,2204202,DEMOCRAT
Oregon,1998,22024,1117747,OTHER
California,1998,4410056,8311905,DEMOCRAT
Hawaii,2010,7762,370583,OTHER
Alabama,1998,864,1293405,OTHER
Washington,2000,1199437,2461379,DEMOCRAT
Hawaii,2004,5277,415347,LIBERTARIAN
Texas,1982,1256759,3103167,REPUBLICAN
Missouri,2010,4,1943899,OTHER
Arizona,2016,7,2530730,OTHER
New York,2000,179823,6959662,OTHER
Alaska,1990,125806,189957,REPUBLICAN
Maryland,2004,1504691,2321931,DEMOCRAT
South Carolina,2016,704540,2049893,DEMOCRAT
Indiana,2000,683273,2145209,DEMOCRAT
Georgia,1984,1344104,1681344,DEMOCRAT
Louisiana,2002,339506,2481629,REPUBLICAN
Alabama,2020,1392076,2316445,REPUBLICAN
Wisconsin,2000,1563238,2540083,DEMOCRAT
Wisconsin,2016,1396,2948741,OTHER
Oklahoma,1992,21225,1294423,OTHER
Minnesota,1990,911999,1808045,DEMOCRAT
Delaware,1978,66479,162072,REPUBLICAN
Georgia,2000,25942,2415743,OTHER
Michigan,2000,26274,4167685,OTHER
North Carolina,2008,1887510,4271970,REPUBLICAN
Utah,2004,17289,911726,OTHER
Maryland,2016,77,2726170,OTHER
Iowa,2020,27438,1700130,OTHER
Texas,2020,5962983,11144040,REPUBLICAN
Connecticut,1998,12261,964457,OTHER
Minnesota,1982,949207,1804675,REPUBLICAN
Iowa,2014,5873,1129700,OTHER
Michigan,1990,1471753,2560494,DEMOCRAT
Vermont,2012,72898,292762,REPUBLICAN
Alaska,2020,146068,354587,DEMOCRAT
Indiana,1998,552732,1588617,REPUBLICAN
Iowa,2002,11340,1023075,OTHER
Massachusetts,1982,205,2050769,OTHER
Washington,1994,752352,1700173,DEMOCRAT
Connecticut,1988,688499,1383526,DEMOCRAT
Texas,1988,2129228,5323606,REPUBLICAN
Oklahoma,1986,400230,893666,DEMOCRAT
Arkansas,2014,16797,847505,OTHER
Alaska,1992,127163,239714,REPUBLICAN
Illinois,2002,57382,3486851,LIBERTARIAN
Michigan,1984,1915831,3700938,DEMOCRAT
Vermont,1994,1376,211672,OTHER
Oregon,2014,6672,1461618,OTHER
New Hampshire,1980,46,375060,OTHER
Colorado,2010,822731,1772286,REPUBLICAN
California,1992,372817,10799703,OTHER
Wisconsin,1992,1290662,2455124,DEMOCRAT
Georgia,2010,52,2555258,OTHER
North Carolina,2016,2128165,4691133,DEMOCRAT
Kansas,2020,68263,1367755,LIBERTARIAN
Kansas,1998,11334,727236,OTHER
Hawaii,2012,269489,437159,DEMOCRAT
Kentucky,1984,644990,1292407,REPUBLICAN
West Virginia,1984,344680,722212,REPUBLICAN
Minnesota,1984,5351,2066143,OTHER
Michigan,2014,1704936,3121771,DEMOCRAT
New York,1994,276548,5328486,OTHER
Missouri,1998,15368,1576857,OTHER
Virginia,1994,1437,2057463,OTHER
New Jersey,1982,9934,2193945,LIBERTARIAN
Maryland,1988,617537,1617065,REPUBLICAN
Arizona,1980,3266,874238,OTHER
Kentucky,1990,437976,916010,DEMOCRAT
North Dakota,1986,3269,289013,OTHER
Nevada,2012,446080,997805,DEMOCRAT
Delaware,2014,4560,234038,OTHER
South Carolina,2014,757215,1238982,REPUBLICAN
Massachusetts,2018,91710,2707090,OTHER
South Dakota,1992,217095,334495,DEMOCRAT
